id;Longitude;Latitude
100101010086457;13,54560583;52,4321926
100101010086558;13,54560583;52,4321926
100101010086659;13,46948069;52,47267454
100101010086760;13,46948069;52,47267454
100101010087164;13,46407008;52,45369789
100101010087265;13,5168346;52,39825314
100101010087366;13,5168346;52,39825314
100101010090501;13,38470095;52,53169469
100101010090501;13,38470095;52,53169469
100101010090501;13,38470095;52,53169469
100101010090602;13,38634201;52,53298974
100101010090703;13,38634201;52,53298974
100101010090602;13,38634201;52,53298974
100101010090602;13,38634201;52,53298974
100101010090703;13,38634201;52,53298974
100101010090703;13,38634201;52,53298974
100101010090804;13,38643696;52,53290922
100101010090905;13,38643696;52,53290922
100101010090804;13,38643696;52,53290922
100101010090804;13,38643696;52,53290922
100101010090905;13,38643696;52,53290922
100101010090905;13,38643696;52,53290922
100101010091006;13,38363808;52,53184474
100101010091006;13,38363808;52,53184474
100101010091006;13,38363808;52,53184474
100101010091107;13,38331199;52,53171076
100101010091107;13,38331199;52,53171076
100101010091107;13,38331199;52,53171076
100101010083629;13,34483178;52,49169414
100101010091309;13,38050804;52,5285437
100101010091309;13,38050804;52,5285437
100101010091309;13,38050804;52,5285437
100101010091410;13,38161501;52,53022326
100101010091511;13,38161501;52,53022326
100101010091410;13,38161501;52,53022326
100101010091410;13,38161501;52,53022326
100101010091511;13,38161501;52,53022326
100101010091511;13,38161501;52,53022326
100101010092016;13,38110102;52,53007174
100101010092016;13,38110102;52,53007174
100101010092016;13,38110102;52,53007174
100101010092117;13,380063;52,52968075
100101010092218;13,380063;52,52968075
100101010092117;13,380063;52,52968075
100101010092117;13,380063;52,52968075
100101010092218;13,380063;52,52968075
100101010092218;13,380063;52,52968075
100101010092319;13,38459774;52,53101461
100101010092420;13,38459774;52,53101461
100101010092319;13,38459774;52,53101461
100101010092319;13,38459774;52,53101461
100101010092420;13,38459774;52,53101461
100101010092420;13,38459774;52,53101461
100101010092521;13,38440419;52,53086852
100101010092622;13,38440419;52,53086852
100101010092521;13,38440419;52,53086852
100101010092521;13,38440419;52,53086852
100101010092622;13,38440419;52,53086852
100101010092622;13,38440419;52,53086852
100101010093228;13,38720907;52,53159173
100101010093329;13,38708894;52,53136172
100101010093430;13,38016378;52,50966956
100101010093531;13,38016378;52,50966956
100101010093632;13,3788682;52,50974724
100101010093733;13,3788682;52,50974724
100101010093834;13,37580403;52,50943202
100101010093935;13,37580403;52,50943202
100101010094036;13,36914302;52,50797094
100101010094137;13,36914302;52,50797094
100101010095046;13,34652074;52,48056663
100101010095147;13,34652074;52,48056663
100101010095248;13,34726666;52,48081582
100101010095349;13,34726666;52,48081582
100101010096258;13,37667083;52,48627648
100101010096359;13,37646482;52,48655059
100101010096460;13,37771183;52,47388581
100101010096561;13,37771183;52,47388581
100101010096662;13,37802581;52,47353045
100101010096763;13,37802581;52,47353045
100101010096864;13,37644429;52,46066301
100101010096965;13,37644429;52,46066301
100101010097066;13,37674329;52,46045235
100101010097167;13,37674329;52,46045235
100101010097268;13,38538189;52,46809989
100101010097369;13,38538189;52,46809989
100101010097470;13,38577635;52,46746233
100101010097571;13,38577635;52,46746233
100101010097672;13,38397042;52,45779423
100101010097773;13,38397042;52,45779423
100101010097874;13,38419618;52,45743978
100101010097975;13,38419618;52,45743978
100101010099692;13,30171853;52,50923226
100101010099793;13,30171853;52,50923226
100101010099894;13,30218315;52,5085314
100101010099995;13,30218315;52,5085314
