osm_id,ktCO2,ktC,mean_cars
319929409,0,0.03,605.57
319929410,0,0.09,619.13
319929411,0,0.06,610.33
319929412,0,0.09,614.81
319990032,0,0.11,395.01
319990110,0,0.04,483.56
320177242,0,0.05,490.33
32028472,0.01,0.15,472.75
32035002,0,0.11,513.46
32035007,0,0.1,496.07
32035017,0.01,0.29,513.39
32035125,0.02,0.4,506.69
32035133,0.01,0.23,305.68
32035243,0,0.06,464.12
32035256,0.01,0.3,340.56
32035261,0.02,0.55,340.56
320398971,0,0.11,518.68
320414942,0.02,0.42,355.32
320414945,0.01,0.27,486.32
320414947,0.01,0.18,465.78
320420912,0,0.06,548.51
320420913,0,0.1,525.72
320420915,0,0.01,488.83
320420916,0,0.08,495.64
320462163,0,0.08,502.88
320462164,0,0.07,503.77
320566893,0,0.02,486.88
320735759,0,0.1,539.07
320741893,0,0.02,513.47
320741894,0.01,0.14,516.97
320741895,0.01,0.14,516.89
320744674,0,0.05,354.93
320746965,0,0.02,605.44
320746967,0.01,0.17,607.02
320823303,0.02,0.46,472.12
32087963,0,0.02,548.73
32087965,0,0.02,548.71
320892561,0,0.04,469.69
320894149,0.01,0.13,486.35
320896579,0,0.1,525.14
320896580,0,0.02,534.33
320896581,0,0.03,463.6
320896582,0,0.04,459.67
320941805,0.01,0.16,546.65
32142151,0,0.09,464.75
32142152,0.02,0.47,466.56
32142153,0,0.05,454.43
32142154,0,0.02,447.37
32142155,0,0.07,442.86
32142157,0,0.09,464.02
321744708,0.01,0.17,440.16
32196975,0,0.1,465.71
32196976,0.01,0.34,519.18
32197111,0.01,0.28,536.79
32197112,0.02,0.36,519.48
32197160,0,0.04,491.54
32197350,0.04,0.83,512.01
32203518,0.02,0.44,545.98
32204596,0.01,0.13,472.5
32204598,0,0.06,547.31
32204601,0.01,0.12,543.55
32205503,0.03,0.6,453.9
32205504,0.02,0.42,346.97
32206247,0,0.02,471.36
322109000,0.01,0.12,484.71
322109002,0,0.05,471.82
322109005,0,0.07,486.24
32253794,0.01,0.18,554.88
322543954,0.02,0.39,481.05
322543955,0.03,0.8,555.76
322543956,0.01,0.12,488.78
322543957,0,0.04,508.18
322543958,0,0.11,341.34
322543959,0,0.09,503.44
322543960,0,0.06,541.87
322543961,0,0.08,449.21
322543962,0,0.08,485.44
322543963,0.01,0.18,475.93
322543964,0.01,0.12,487.18
322543965,0.01,0.15,339.33
322543966,0.01,0.21,486.66
322543967,0.01,0.17,472.42
322543968,0,0.09,501.99
322543969,0.01,0.15,504.53
322543970,0,0.11,497.39
322543971,0.01,0.23,352.07
322543972,0.01,0.19,490.63
322543973,0.01,0.22,535.16
322543975,0.02,0.43,469.66
322543976,0,0.1,457.77
322724391,0,0.04,395.24
322779843,0,0.1,486.64
322779844,0,0.1,494.33
322779845,0.01,0.15,346.8
322779846,0.03,0.66,404.01
323108961,0,0.09,478.97
323108962,0,0.09,471.02
323108964,0.01,0.13,473.1
323108965,0.01,0.28,303.55
32320374,0.01,0.14,490.2
32341219,0.02,0.41,461.51
32346895,0,0.04,477.41
323528032,0,0.07,485.89
323528035,0,0.05,490.82
323528039,0.01,0.12,487.06
323528041,0.01,0.14,488.84
323528046,0,0.1,502.3
323528052,0.02,0.48,506.85
323528059,0,0.09,469.34
323528065,0,0.04,464.31
323528069,0,0.02,466.98
323528073,0,0.06,501.89
323528078,0,0.11,516.99
323528083,0,0.08,543.17
32395478,0.03,0.7,537.29
32395481,0.01,0.13,509.37
32395482,0,0.11,594.04
32401753,0,0.03,494.09
32401761,0,0.02,480.61
32401765,0.01,0.28,481.73
32401774,0.02,0.4,491.21
324100356,0.01,0.34,448.27
324100357,0.01,0.12,484.16
324100358,0,0.11,488.32
324100359,0,0.11,488.32
324100360,0,0.09,462.2
324100361,0,0.09,462.45
324100362,0,0.02,459.27
324100363,0,0.07,465.62
324163929,0,0.06,450.65
32423978,0.01,0.13,548.48
32423979,0.02,0.37,494.76
324252201,0,0.11,490.56
32445835,0,0.04,356.15
32445837,0.01,0.13,542.87
32446831,0,0.04,487.24
32446834,0,0.09,455.5
32446835,0,0.02,485.38
32448033,0,0.09,531.34
32448036,0,0.02,528.64
32448039,0,0.02,520.02
32448040,0,0.04,521.1
32459359,0,0.05,546.01
32459364,0,0.05,476.62
32493671,0.01,0.12,544.7
325123079,0,0.02,502.03
325125417,0,0.02,502.78
325319592,0.01,0.28,602.47
325443237,0,0.06,489.56
32555844,0,0.1,490.74
32555845,0,0.08,459
325818854,0,0.02,515.57
325900590,0,0.02,563.92
325900594,0.02,0.48,548.73
32590370,0,0.09,512.08
325967329,0,0.05,318.71
325967330,0.01,0.16,354.73
326116285,0.01,0.18,507.82
326116286,0,0.05,447.1
32614975,0,0.07,460.76
32614976,0.03,0.63,479.78
32620237,0,0.03,530.26
326259851,0,0.06,642.52
326265132,0,0.04,471.07
326265133,0,0.05,484.93
326265134,0,0.04,470.43
326265135,0,0.03,360.42
326265136,0,0.04,348.54
32640185,0,0.06,495.89
32644395,0.02,0.52,511.75
32644397,0.01,0.33,471.54
32655061,0,0.11,536.48
32669080,0,0.05,411.06
326979043,0,0.07,362.39
326994261,0,0.09,467.6
327000613,0.01,0.31,483.84
327000614,0.01,0.32,447.57
327462537,0,0.03,481.59
327462538,0,0.09,485.67
327462539,0,0.08,503.63
327462540,0.01,0.16,321.08
327462541,0,0.08,509.51
327462542,0,0.04,527.51
327462543,0,0.07,463.61
327462544,0,0.06,489.75
327462545,0,0.04,509.89
327511213,0,0.11,547.47
327627441,0,0.02,466.7
327627442,0,0.03,473.18
327627445,0,0.04,444.4
327627447,0,0.07,493.58
327627448,0,0.07,468.17
327627449,0.01,0.17,467.08
327627450,0,0.12,455.2
327627451,0,0.02,491.07
327627452,0,0.09,488
327636272,0,0.06,540.76
327636273,0,0.05,535.67
327636274,0.01,0.17,486.98
327636275,0,0.03,462.12
327639838,0,0.08,501.2
327805900,0,0.01,477.79
327805901,0,0.06,491.92
327805902,0,0.02,465.74
327805904,0,0.02,477.24
327805905,0,0.07,480.77
327805906,0,0.04,477.24
327805907,0.01,0.12,481.18
327805908,0,0.06,503.52
327979621,0,0.07,458.15
327979624,0,0.06,451.9
32805741,0,0.05,480.89
328064918,0,0.07,497.6
328064919,0,0.08,484.87
328064921,0.01,0.12,536.95
328064927,0,0.04,510.98
328064930,0,0.08,518.96
328064935,0,0.05,540.02
328253843,0.01,0.32,510.22
328316313,0,0.04,505.12
328316314,0,0.04,504.95
328362693,0,0.02,482.07
328362694,0,0.05,469.58
328362696,0,0.01,471.58
328362698,0.01,0.13,475.15
328399245,0,0.02,481.53
328408591,0.02,0.45,452.83
328408592,0,0.07,458.05
328408593,0.01,0.2,450.34
328408594,0,0.1,463.41
328408595,0,0.02,496.51
328408597,0,0.04,467.81
328408598,0,0.12,469.25
328408599,0,0.06,506.85
32842049,0,0.07,482.95
328426193,0,0.05,504.24
328426208,0,0.07,523
328426213,0,0.09,466.8
328426218,0,0.01,514.21
328426220,0,0.07,543.18
328426224,0,0.05,468.68
328426227,0.01,0.23,504.49
328426230,0,0.06,543.18
328426236,0,0.04,500.15
328426240,0,0.04,463.14
328426251,0,0.09,525.6
328426253,0,0.05,497.84
328426256,0,0.09,525.28
328426258,0,0.05,486.82
32843827,0,0.04,489.93
328440042,0.01,0.13,487.17
328440043,0.01,0.26,530.81
328440044,0.01,0.27,477.95
328440045,0,0.08,496.41
328440046,0,0.02,505.84
328440047,0,0.04,489.86
328440048,0,0.06,491.8
328440049,0,0.07,486.59
328440050,0,0.08,537.61
328440051,0,0.05,538.96
328440052,0,0.11,541.2
328440053,0.01,0.17,485.14
328440055,0,0.02,467.67
328440056,0,0.02,496.16
328440057,0,0.11,448.15
328440058,0.03,0.61,486.56
328440059,0,0.05,512.12
328440060,0,0.04,471.59
328440061,0,0.07,344.1
32844988,0,0.02,502.56
32845669,0,0.04,487.45
328638899,0,0.1,491.95
328638900,0,0.05,325.45
328638901,0.01,0.28,555.2
328638904,0,0.1,380.49
328638905,0,0.03,331.16
328638906,0,0.02,535.89
328638907,0,0.04,483.99
328638908,0,0.1,498.55
32878639,0.01,0.24,463.29
32878640,0.01,0.25,337.55
32878714,0.01,0.21,482.96
32878715,0,0.08,486.56
32879371,0,0.06,485.93
32879372,0,0.07,458.21
32879458,0,0.02,464.16
32879630,0.01,0.3,483.85
32879631,0.01,0.19,506.24
32879633,0.01,0.32,550.34
32879634,0.01,0.22,362.38
32880567,0,0.07,483.56
32880568,0.01,0.28,553.57
32880569,0,0.02,194.14
32880570,0,0.01,194.14
32882577,0.03,0.74,477.75
328846996,0,0.02,491.22
32890426,0,0.07,551.67
32890429,0.01,0.14,542.06
32891242,0,0.04,351.25
328934524,0,0.11,469.46
329019784,0,0.04,470.66
329019785,0,0.02,539.34
329019786,0,0.01,538.29
32909212,0,0.06,462.91
32909213,0,0.02,492.73
32909214,0.01,0.14,165.95
32909215,0,0.01,522.66
32909622,0.01,0.16,502.98
32909623,0,0.07,511.99
32909626,0,0.09,486.15
32909627,0.01,0.19,321.08
32909782,0.02,0.57,523.31
32909783,0,0.02,353.67
329106565,0.01,0.13,505.62
32912432,0,0.06,482.59
32935326,0,0.01,363.2
32935327,0,0.05,353.71
32935479,0,0.01,504.92
32935480,0,0.04,475.63
32935987,0.01,0.17,458.19
32936807,0,0.06,517.58
32936808,0,0.08,518.02
32937359,0,0.09,492.94
32937360,0,0.02,500.56
32937788,0,0.1,514.61
32937789,0,0.04,509.73
32938172,0,0.06,458.31
32954834,0,0.02,470.07
32954835,0,0.09,465.65
329612224,0.01,0.13,532.02
329612532,0,0.06,519.09
329736014,0,0.06,504.81
32974980,0,0.04,494.16
32974981,0.02,0.48,489.81
32976452,0.01,0.15,462.98
32976592,0.01,0.22,458.08
32977011,0.01,0.12,489.71
329774722,0,0.03,526.8
32977538,0,0.02,510.13
32977541,0.02,0.49,495.01
329779041,0,0.02,523.41
32983262,0.01,0.16,581.72
32983264,0.01,0.15,579.44
32983265,0,0.01,575.42
329862813,0,0.08,550.78
329862814,0.02,0.37,554.01
329869879,0,0.08,239.07
329869880,0.01,0.27,483.85
329869883,0,0.08,466.4
329967772,0,0.02,555.33
329967773,0,0.02,537.02
329967775,0,0.06,499.77
329967776,0,0.02,476.85
329967778,0,0.04,465.06
329967780,0.01,0.15,456.59
329983269,0,0.06,463.91
329984187,0,0.02,462.78
329984188,0,0.07,523.14
330119107,0.02,0.41,491.88
330119108,0,0.05,484.72
330119109,0,0.03,500.69
330119110,0.01,0.2,490.24
330460453,0,0.05,483.37
33053044,0.01,0.26,469.53
33059749,0.02,0.37,512.63
33066932,0,0.02,480.56
33066933,0.01,0.19,491.28
33066934,0,0.02,540.83
33066936,0.02,0.49,537.42
33066937,0.01,0.2,508.31
33066939,0,0.09,461.94
330722450,0.01,0.12,406.84
330722451,0,0.07,407.19
330779903,0.03,0.79,553.05
33078071,0.02,0.35,500.11
33078072,0.01,0.2,464.88
33078073,0,0.12,482.12
330786035,0,0.05,538.48
330786038,0,0.1,484.67
33078790,0.04,0.9,509.98
33079042,0.02,0.57,543.78
33079043,0.01,0.25,516.23
33079618,0.03,0.67,494.13
33079619,0.01,0.21,507.09
33079952,0.01,0.16,185.49
33079953,0.02,0.53,503.93
33080183,0,0.02,541.7
330915244,0.01,0.15,467.06
330917212,0,0.07,521.07
330922955,0.01,0.27,481.07
330929802,0.01,0.15,538.4
330929805,0.01,0.18,541.2
330951946,0.01,0.21,533.91
330951947,0.01,0.25,530.98
330951948,0,0.05,362.63
330951949,0.05,1.17,386.45
330951950,0,0.03,521.13
330951951,0,0.05,531.22
330951952,0,0.08,580.7
330951953,0,0.07,542.38
330951954,0,0.1,504.79
330951955,0.01,0.19,274.25
330951956,0.01,0.13,609.58
330951957,0,0.05,608.47
330951958,0,0.11,525.68
330951959,0,0.05,529.83
330951960,0.01,0.17,541.08
330972337,0,0.01,487.9
331121193,0.01,0.26,479.35
331121194,0.01,0.27,486.18
331126666,0.01,0.2,452.83
33114922,0.02,0.52,551.54
33116082,0.01,0.19,517.62
33116304,0.03,0.68,546.06
33116346,0.03,0.59,537.13
331318342,0.05,1.2,565.23
331318343,0.01,0.17,545.5
331454314,0,0.05,623.97
331595236,0,0.09,457.62
331595237,0,0.1,493.71
331595238,0,0.08,493.71
331606405,0,0.01,447.82
331703868,0,0.05,464.95
331703870,0,0.03,484.65
331703874,0.01,0.26,479.45
331703878,0,0.03,554.42
331703881,0.01,0.27,467.95
331749731,0,0.06,450.79
331762097,0.02,0.4,489.5
331762100,0,0.1,477.3
331762103,0,0.02,464.47
331762106,0,0.04,443.11
332164870,0,0.07,442.89
332164871,0,0.07,482.41
332164873,0,0.04,181.55
332164875,0.01,0.27,532.8
332164877,0,0.08,495.56
332164879,0,0.03,504.87
332164880,0,0.07,497.64
332274341,0,0.07,470.39
33227987,0.02,0.43,484.66
33228707,0,0.06,571.65
33228714,0,0.05,538.66
332306825,0.02,0.41,479.74
332306826,0,0.07,487.85
332306827,0,0.03,485.13
332306828,0.02,0.37,493.25
332306829,0,0.04,454.45
332306830,0,0.02,485.37
33231763,0,0.02,488.44
33231767,0,0.02,486.48
33231769,0,0.05,485.22
33231772,0.01,0.12,503.22
33231778,0,0.08,480.82
33231792,0,0.05,498.45
33231798,0.02,0.39,472.98
33231804,0,0.04,511.8
33234937,0.01,0.23,547.17
33234956,0.01,0.14,544.46
332465097,0,0.02,486.78
332465100,0,0.08,485.3
332514194,0,0.09,358.95
332573582,0,0.06,497.64
332573583,0,0.02,509.86
332573584,0,0.05,496.66
332573585,0,0.08,549.34
332751707,0,0.06,503.99
33280073,0,0.08,497.75
33280304,0.01,0.23,518.56
33280305,0.01,0.16,500.48
33281469,0.05,1.08,532.97
332875217,0,0.05,452.98
332875218,0,0.1,490.15
33301683,0,0.03,316.86
333118502,0.02,0.58,477.54
333310714,0,0.02,463.03
333310715,0.01,0.2,350.18
333310716,0,0.07,491.02
333310717,0.02,0.48,478
333347376,0,0.02,540.46
333369841,0,0.01,453.55
33338053,0.05,1.18,525.46
333500494,0,0.07,520.74
333500495,0,0.05,544.62
333526814,0,0.06,480.8
333607490,0,0.07,518.67
333607493,0,0.07,518.67
333607495,0.02,0.38,479.86
333607499,0,0.01,481.17
333607506,0,0.09,488.47
333626096,0.02,0.43,446.6
333626097,0.02,0.43,446.66
333626099,0.01,0.16,318.67
333626102,0.01,0.19,349.69
333893474,0.01,0.14,491.88
33389695,0.01,0.25,594.14
333934676,0.01,0.19,507.59
333966515,0,0.06,469.01
333966516,0.01,0.19,473.22
333967936,0,0.02,461.79
333967937,0,0.03,465.81
334005607,0.01,0.24,346.77
334005608,0.01,0.19,490.05
334005609,0.01,0.16,454.39
334005610,0,0.11,470.49
334005611,0,0.08,490.46
334005612,0,0.11,508.95
334005613,0.02,0.37,459.94
334005614,0.01,0.29,485.38
334005615,0.01,0.12,484.47
334005620,0.01,0.3,485.73
334018082,0.04,0.82,509.84
334018083,0,0.09,487.02
334018084,0,0.06,500.41
334018085,0.03,0.67,515.07
334018086,0,0.09,500.47
334025504,0.01,0.13,545.63
334088180,0.01,0.14,453.39
334160408,0,0.02,460.25
334160409,0,0.11,442.82
334161058,0,0.04,459.07
334161059,0,0.08,468.23
33425441,0,0.02,510.21
33425442,0.01,0.12,333.22
33425443,0,0.02,528.14
33425444,0,0.04,530.84
334308447,0.02,0.46,479.24
33452894,0.01,0.15,463.41
33453239,0,0.02,561.15
33453240,0.01,0.15,570.1
334578485,0.01,0.24,492.87
334578486,0,0.01,494.68
334578487,0.01,0.22,549.38
334606648,0,0.07,491.95
334696689,0,0.1,523.44
334908573,0,0.04,462.88
334908574,0,0.07,487.66
334908575,0,0.02,485.86
334908576,0,0.02,485.69
334908577,0,0.06,464.29
334908578,0,0.06,464.6
334908610,0,0.11,434.8
335195667,0,0.03,267.43
33523185,0,0.04,486.01
335239846,0,0.01,523.68
335239860,0,0.04,537.92
335384452,0,0.06,361.79
335393887,0,0.04,477.6
335393888,0,0.02,478.08
335396334,0,0.05,467.83
335396335,0,0.02,500.58
335396336,0,0.06,498.64
335396337,0,0.01,498.49
335396338,0,0.05,543.24
335396339,0.01,0.24,513.05
335396340,0,0.03,482.28
335398605,0,0.03,529.99
335398606,0,0.06,560.95
335462871,0,0.03,490
335462874,0,0.05,502.81
335462887,0,0.06,486.63
335462891,0,0.05,526.02
335462896,0,0.03,400.99
335462901,0,0.07,482.18
335462905,0,0.01,402.86
335462909,0,0.04,517.87
335462911,0,0.02,370.92
335462916,0,0.03,515.33
335462921,0,0.05,471.16
335477512,0,0.08,456.37
335477515,0,0.03,460.75
335479077,0,0.11,462.15
335479896,0,0.03,462.28
335479897,0.01,0.16,457.09
335480512,0,0.06,457.23
335487057,0,0.08,487.81
335487058,0,0.08,483.34
335487059,0.02,0.41,482.62
335487060,0.01,0.28,481.16
335487061,0,0.01,349.16
335487062,0,0.02,353.77
335487063,0,0.02,353.96
335487064,0,0.05,350.26
335487065,0,0.02,501.6
335487066,0,0.05,505.09
335487067,0,0.08,508.28
335487068,0,0.06,548
335487069,0,0.1,483.56
335487070,0,0.05,515.61
335487071,0.01,0.17,523.64
335543102,0,0.07,473.75
335543103,0,0.06,503.78
335829979,0,0.02,486.06
335843118,0,0.02,544.97
335846074,0,0.05,606.94
335846425,0,0.03,544.93
33611306,0,0.02,486.23
336361552,0.01,0.34,476.47
336565341,0.01,0.32,488.8
336565342,0,0.11,484.08
336567090,0,0.08,458.23
336567093,0.01,0.28,454.4
336567094,0,0.12,482.67
336567096,0,0.09,460.35
336572466,0,0.02,495.94
336572467,0,0.04,514.71
33685647,0,0.05,484.25
337285330,0,0.04,438.47
337366624,0,0.09,490.82
337366625,0,0.04,492.53
337366626,0,0.06,490.52
337366628,0,0.02,361.81
33740399,0.06,1.38,520.64
337503226,0.01,0.18,495.04
337503227,0,0.03,501.28
337540124,0.01,0.26,248.15
337540125,0,0.03,517.41
337967732,0,0.03,411.88
338316875,0,0.05,371.87
33836252,0,0.09,547.09
338412122,0,0.07,557.53
338412126,0,0.02,484.67
338412128,0,0.08,362.91
338527877,0,0.09,490.63
338527878,0,0.02,437.47
338527879,0,0.07,470.59
338527880,0.01,0.16,447.06
338527881,0,0.02,447.44
338527882,0.01,0.12,467.01
338527883,0,0.08,442.16
338527884,0,0.08,468.21
338527885,0,0.08,446.46
338527886,0,0.01,466.85
338527887,0,0.02,469.97
338527888,0,0.03,471.98
338527889,0,0.09,486.68
338527890,0,0.04,497.38
338527891,0,0.07,502.53
338573434,0,0.09,286.65
338573779,0,0.02,493.87
338573780,0,0.03,495.39
338616238,0,0.06,469.83
338616239,0,0.08,466.71
338616240,0,0.06,461.89
338687112,0,0.05,453.19
338687113,0.01,0.15,603.09
338687114,0,0.1,454.95
338687115,0,0.07,466.57
338690994,0,0.05,471.56
338690995,0,0.05,488.14
338690996,0,0.1,472.99
338690998,0,0.08,106.77
338690999,0,0.04,485.22
338691000,0,0.03,586.17
338691002,0,0.04,602.66
338691004,0,0.07,537.22
338691006,0.01,0.14,540.89
338691008,0.01,0.24,542.71
338691010,0,0.09,596.51
339201185,0,0.01,451.72
339201210,0,0.03,546.8
339201217,0,0.05,493.5
339201219,0,0.08,489.8
339201221,0,0.05,487.96
33926363,0,0.03,440.49
33926364,0,0.01,446.3
33926433,0.01,0.28,539.83
33927189,0.02,0.43,519.95
339558638,0,0.09,547.23
339757118,0,0.03,465.94
340037818,0,0.03,513.94
340089611,0.02,0.43,521.66
340089612,0,0.07,497.71
340089613,0.01,0.34,513.29
340337649,0.01,0.16,514.16
340338266,0,0.02,490.62
340498982,0.01,0.22,435.1
340498988,0,0.06,460.1
340498991,0.05,1.1,552.7
340498997,0,0.03,524.73
34057952,0.03,0.67,531.27
34058754,0.03,0.6,554.69
34058755,0,0.05,527.36
34059285,0,0.02,463
34059286,0,0.02,505.3
340606517,0,0.05,503.75
340606518,0.01,0.26,553.63
340606520,0.01,0.14,459.07
340691232,0,0.03,529.09
340720294,0,0.04,500.56
340720877,0.01,0.14,487.97
340720882,0.01,0.28,517.24
340722319,0,0.03,539.25
340726951,0,0.06,498.14
340726958,0,0.05,499.39
340726966,0.01,0.21,548.48
340727847,0.03,0.59,541.95
340727848,0,0.06,501.76
340729184,0,0.1,545.51
340729935,0,0.03,559.39
340730417,0,0.08,467.46
340746384,0,0.04,462.1
340747037,0,0.06,469.1
340747587,0.01,0.2,457.25
340791020,0,0.08,413.24
340966772,0,0.1,516.69
340966773,0,0.05,471.11
340966774,0.02,0.42,473.78
340966775,0.04,0.89,470.88
341031679,0,0.02,518.81
341194704,0.01,0.26,543.31
341194705,0,0.07,547.68
341194706,0.01,0.29,544.5
34122859,0.01,0.33,546.57
341354240,0,0.08,445.5
341354241,0,0.06,451.74
34196667,0,0.03,468.74
341989085,0,0.07,347.71
341989089,0,0.09,332.18
341989090,0,0.05,465.8
342078861,0.01,0.3,496.27
342085671,0,0.1,542.44
342085676,0,0.1,542.44
342098544,0,0.08,546.76
342098552,0,0.02,501.34
342159185,0,0.01,464.01
342159187,0,0.02,505.14
342159188,0,0,505.08
342159193,0,0.01,434.93
342159209,0.01,0.28,481.68
342279621,0,0.05,485.3
342370899,0.01,0.14,439.95
342418612,0,0.11,438.26
342419320,0,0.09,443.53
342659417,0,0.06,441.89
342722680,0,0.03,457.94
342968607,0.01,0.2,425.35
34307330,0,0.06,563.04
34307335,0,0.05,543.06
343614199,0.02,0.49,495.5
343614201,0,0.09,496.81
34375418,0,0.05,345.73
34376236,0,0.04,356.3
343786622,0.01,0.2,511.03
343841016,0.01,0.27,472.19
343841020,0,0.05,357.98
343944107,0.03,0.64,505.42
343944108,0,0.1,476.98
343944110,0.01,0.14,464.99
343944111,0,0.07,474.37
344072097,0,0.07,459.05
34412630,0,0.02,470.14
34412631,0,0.1,470.66
34412632,0,0.02,471.82
34412633,0,0.01,334.05
344256556,0,0.04,491.77
344256557,0,0.05,488.98
344256558,0.01,0.21,489.55
34428790,0.02,0.49,468.92
34428920,0.02,0.46,546.42
344594961,0,0.05,316.6
344594966,0,0.09,460.02
344660198,0.02,0.48,605.41
344666999,0.02,0.38,471.45
344668624,0,0.05,450.48
344668625,0,0.06,476.42
344753256,0,0.11,531.31
34487456,0,0.04,457.12
345118233,0,0.01,488.35
345145859,0.01,0.17,463.43
345146602,0,0.02,469.96
345360905,0,0.02,490.57
345360906,0,0.04,489.9
345360907,0,0.05,463.4
345360908,0,0.01,489.31
345360909,0,0.02,490.57
345376482,0,0.07,503.49
345381310,0,0.06,541.88
345385418,0.01,0.12,498.44
34546737,0,0.06,490.41
34547097,0,0.06,533.36
34547151,0.01,0.16,203.91
345604184,0,0.05,541.01
34561455,0,0.11,472.22
345626798,0,0.09,503.43
345626802,0,0.02,505.51
34570401,0,0.05,545.01
34570444,0.01,0.14,517.53
34570576,0,0.02,543.19
34570656,0.01,0.12,468.72
34570658,0.01,0.25,552.19
34570668,0.01,0.21,544.72
345754464,0.07,1.63,540.08
345816100,0,0.01,457.12
345816101,0.01,0.12,442.53
345816770,0,0.08,458.82
345817372,0,0.05,457.41
345817373,0,0.11,286.65
34591399,0,0.07,495.87
34610686,0,0.03,542
34610690,0,0.06,588.4
34618025,0,0.02,553.63
346406096,0.01,0.32,494.08
346406233,0,0.11,509.25
346583313,0,0.1,478.9
346966406,0,0.06,459.1
347457860,0.02,0.42,484.06
34822333,0.03,0.78,462.77
34832245,0,0.01,543.36
348583831,0,0.1,547.88
348583833,0,0.07,551.06
34928182,0,0.02,438.05
34928183,0,0.11,182.09
34956511,0.02,0.35,546.46
35072914,0,0.09,558.42
35072916,0,0.04,483.89
35072917,0,0.12,503.08
350932989,0,0.06,489.43
35133590,0,0.05,492.87
351530534,0,0.08,376.33
351531748,0,0.07,524.33
351531749,0,0.1,435.23
351531750,0,0.01,439
35154389,0.01,0.18,485.66
35169585,0,0.02,534.69
351704739,0,0.05,458.23
351704742,0,0.06,505.57
35201031,0,0.07,391
35201032,0,0.07,390.98
352103899,0,0.01,342.82
352104871,0,0.03,462.07
35218633,0,0.04,453.71
352683182,0.01,0.18,487.06
352683183,0.02,0.4,491.69
35269774,0.01,0.19,454.3
35313016,0.02,0.42,454.64
35313210,0.01,0.33,488.12
35313211,0.01,0.14,484.15
35313212,0,0.02,485.63
35313907,0,0.09,470.58
35337570,0,0.02,542.12
35357724,0.02,0.5,529.23
353720495,0,0.06,642.46
353720496,0,0.11,545.72
35372734,0,0.03,99.27
35373236,0.01,0.26,459.23
35394709,0,0.05,504.18
354046862,0,0.07,512.04
354046874,0.01,0.13,507.58
354046882,0.01,0.17,458.44
354046885,0.02,0.35,516.61
354061489,0,0.09,459.84
354061490,0,0.09,501.5
354061491,0,0.09,508.59
354073046,0,0.03,321.88
354073047,0,0.1,341.44
354073048,0,0.1,342.96
354073049,0,0.05,322.11
354073050,0.01,0.23,342.49
354073051,0.01,0.12,318.28
354074651,0.01,0.13,319.69
354077040,0,0.07,501.4
354078542,0,0.07,491.99
354078543,0,0.05,496.28
354089981,0,0.05,463.54
354090677,0.01,0.21,520.62
354090678,0,0.07,525.58
354099456,0.01,0.21,491.73
354110210,0.01,0.24,479.87
354110211,0.01,0.13,533.39
354110213,0,0.1,523.7
354129769,0,0.06,441.7
354248092,0,0.04,492.73
354645894,0,0.04,500.32
354645895,0,0.04,482.99
354645896,0.01,0.33,447.45
354645898,0,0.06,488.99
354645899,0,0.07,460.29
354645900,0,0.11,501.74
354645901,0,0.09,466.64
354645904,0,0.04,484.99
354645907,0.01,0.28,483.67
35468828,0,0.02,547.63
354907561,0,0.06,490.06
354907562,0,0.01,490.12
354907563,0,0.04,474.22
354907564,0,0.02,474.67
354907566,0,0.06,490.59
354907570,0.05,1.04,526.52
354907571,0.02,0.44,509.69
354907572,0,0.05,485.65
355205036,0,0.09,286.65
355338476,0,0.08,367.04
355338479,0,0.02,407.84
35554704,0,0.07,552.69
35555505,0,0.07,357.26
355562350,0,0.02,370.83
35556350,0,0.11,500.22
35556490,0,0.09,490.41
35556702,0,0.03,467.14
35557143,0.01,0.17,481.99
35557324,0,0.08,491.58
35557588,0,0.1,478.96
35559332,0.01,0.12,480.41
35559688,0.02,0.42,485.91
35571281,0,0,488.36
35572369,0.02,0.38,510.49
35573165,0,0.01,489.92
35573179,0.01,0.21,470.46
35573254,0,0.11,503.02
35573394,0,0.05,325.29
35573545,0.02,0.38,487.7
35573587,0.02,0.53,486.23
35573588,0.02,0.36,490.77
355736433,0,0.08,570.93
355736434,0,0.08,535.68
35573956,0,0.01,553.59
35575482,0.01,0.34,593.92
35576283,0.02,0.5,508.89
35576576,0,0.02,554.08
35576598,0.02,0.52,459.31
35576770,0,0.01,457.81
35576802,0.01,0.33,488.28
35576841,0.02,0.4,549.9
35577030,0.02,0.57,521.81
35577037,0.01,0.25,528.28
35583972,0,0.02,462.28
35583999,0.01,0.33,354.5
35584003,0,0.05,468.55
35584124,0.01,0.14,330.5
35584504,0,0.02,486.05
35585205,0,0.01,520.81
35585207,0.01,0.23,491.54
355854206,0.01,0.21,439.91
355854207,0.01,0.15,318.32
356126908,0.01,0.2,556.5
356127142,0,0.05,527.58
356139756,0,0.04,505.97
356139757,0,0.03,509.34
35662927,0,0.01,535.65
35670765,0,0.02,487.6
35721277,0,0.03,441.58
357558839,0.01,0.14,489.73
357558840,0.01,0.25,481.38
35765121,0.01,0.19,478.01
35765122,0.03,0.74,500.38
35765123,0.03,0.76,472.69
357842318,0.01,0.23,485.48
35813430,0.02,0.48,520.89
35813431,0.01,0.29,460.8
35813432,0.02,0.35,490.07
35813922,0.01,0.23,554.9
35816583,0,0.02,496.27
358219002,0,0.07,508.41
35867459,0,0.03,494.88
