osm_id,ktCO2,ktC,mean_cars
1133995014,0.01,0.22,507.35
1134084226,0,0.06,558.18
1134084227,0,0.02,551.19
1134084228,0,0.05,507.13
1134084234,0,0.01,461.82
1134090050,0,0.02,534.62
1134130478,0.01,0.25,544.85
1134193865,0,0.05,446.57
1134193866,0.01,0.13,468.21
1134193867,0.01,0.16,464.1
1134193870,0,0.03,465.79
1134193874,0,0.06,471.72
1134241758,0,0.05,466.27
1134241765,0.01,0.17,488.9
1134241766,0,0.03,474.68
1134250880,0,0.09,471.44
1134277941,0,0.02,472.6
1134277942,0,0.02,448.07
1134277943,0,0.02,483.09
1134277945,0,0.02,453.85
1134277946,0,0.09,453.21
1134277997,0,0.02,462.42
1134277998,0,0.02,459.09
1134278059,0,0.02,480.38
1134278063,0,0.02,464.83
1134278064,0,0.06,466.69
1134278065,0,0.02,460.42
1134278070,0,0.05,464.23
1134278071,0,0.02,461.6
1134278122,0,0.02,458.84
1134278123,0,0.03,455.05
1134408279,0,0.04,486.4
1134408280,0,0.02,463.88
1134408281,0,0.02,517.9
1134425618,0,0.06,512.13
1134432400,0,0.02,634.81
1134432405,0,0.1,513.29
1134432413,0,0.05,546.41
1134432415,0,0.06,543.03
1134444641,0,0.02,461.09
1134444642,0,0.02,461.09
1134444670,0,0.05,493.83
1134444673,0,0.01,492.14
1134444674,0,0.07,499.34
1134444682,0,0.08,504.28
1134444689,0.01,0.14,468.32
1134444698,0,0.02,518.17
1134444711,0,0.02,518.17
1134444713,0,0.02,520.26
1134444722,0,0.03,520.35
1134444723,0,0.02,487.12
1134444741,0,0.02,496.32
1134444747,0,0.05,494.74
1134444748,0,0.01,465.69
1134444749,0,0.03,496.08
1134444754,0,0.02,488.04
1134444945,0,0.03,493.97
1134444946,0,0.02,481.77
1134444951,0,0.02,483.15
1134444952,0,0.03,485.22
1134444956,0,0.02,482.66
1134444957,0,0.02,462.24
1134444958,0,0.05,484.7
1134444959,0,0.02,462.38
1134444960,0,0.02,462.24
1134444961,0,0.04,485.69
1134445099,0,0.11,482.23
1134445100,0.01,0.15,487.07
1134445102,0,0.02,487.05
1134445104,0,0.04,319.23
1134445105,0,0.03,323.16
1134445107,0,0.07,354.39
1134445111,0,0.02,367.34
1134445112,0,0.08,302.42
1134445113,0.01,0.13,497.01
1134445114,0,0.06,497.97
1134445116,0,0.01,557.27
1134445117,0,0.05,552.52
1134445135,0,0.04,458.93
1134445595,0,0.05,479.68
1134445596,0.01,0.28,542.88
1134445597,0,0.03,504.01
1134445786,0,0.02,497.57
1134445787,0,0.04,497.46
1134445789,0,0.02,498.22
1134445790,0,0.04,494.8
1134446238,0,0.03,538.08
1134446239,0,0.02,544.3
1134446263,0,0.02,534.16
1134446793,0,0.07,517.32
1134446794,0,0.03,523.67
1134446795,0,0.03,485.81
1134446934,0,0.02,472.29
1134447542,0,0.03,456.52
1134447543,0,0.02,485.06
1134447549,0,0.02,459.72
1134447550,0,0.01,453.51
1134447569,0,0.02,454.12
1134447570,0,0.05,464.4
1134447571,0,0.03,456.36
1134447574,0,0.02,459.28
1134447575,0,0.01,451.66
1134447576,0,0.03,454.02
1134447784,0,0.06,542.43
1134447787,0.02,0.38,240.46
1134447789,0,0.06,544
1134449895,0,0.09,533.82
1134449896,0,0.08,535.34
1134449897,0,0.02,541.06
1134449906,0,0.03,460.78
1134450762,0,0.07,615.43
1134450763,0,0.03,524.77
1134450765,0,0.03,542.93
1134450985,0.01,0.3,545.12
1134450986,0.01,0.15,564.47
1134451845,0,0.02,417.77
1134451846,0,0.1,363.39
1134457684,0,0.08,590.38
1134457686,0,0.03,610.97
1134459167,0,0.01,501.88
1134461030,0,0.01,535.16
1134461031,0.01,0.3,529.7
1134461032,0,0.01,608.46
1134461034,0.02,0.37,586.63
1134530306,0,0.03,518.07
1134786677,0,0.02,516.51
1134786712,0,0,548.57
1134786713,0,0.01,548.57
1134786716,0,0.06,532.9
1134786717,0,0.09,535.95
1134786725,0,0.02,548.02
1134797709,0,0.02,533.96
11350521,0,0.04,471.61
1135186794,0,0.01,333.88
1135186796,0,0.06,333.38
1135186799,0,0.04,338.06
1135186803,0,0.02,380.25
1135196873,0.01,0.13,405.21
1135196875,0,0.06,385.94
1135225077,0,0.05,514
1135225082,0,0.08,517.98
1135225087,0,0.1,613.42
1135225090,0,0.08,546.62
1135332359,0,0.08,616.14
1135332360,0,0.09,613.18
1135332366,0.01,0.13,579.79
1135332368,0,0.03,500.71
1135332369,0,0.03,491.59
1135332370,0,0.01,537.45
1135391638,0,0.04,521.4
1135391639,0,0.04,523.36
1135444586,0.02,0.39,516.74
1135446061,0.01,0.12,501.71
1135455767,0.02,0.37,491.33
1135475216,0,0.01,492.17
1135640209,0,0.01,518.62
1135640210,0,0.03,564.63
1135640212,0,0.02,518.95
113575152,0.02,0.48,483.85
1135754774,0,0.02,467.55
1135759145,0,0.06,472.78
1135759146,0,0.03,471.05
1135759147,0,0.01,475.58
1135759148,0,0.01,476.56
1135759149,0,0.05,499.47
1135759150,0,0.1,499.79
1135759152,0,0.01,487.51
1135759153,0,0.06,505.11
1135759154,0,0.02,498.85
1135759157,0,0.03,486.11
1135759158,0,0.03,485.98
1135759160,0,0.02,509.57
1135760527,0,0.02,492.37
1135760528,0,0.04,454.6
1135760537,0,0.06,457.79
1135760538,0,0.04,444.5
1135760539,0,0.04,455.98
1135836313,0,0.05,457.09
1135836314,0,0.02,449.09
1135836315,0,0.02,449.09
1135836326,0,0.02,541.42
1135836328,0,0.05,523.22
1135871843,0,0.02,500.53
1135871844,0,0.05,500.19
1135871845,0,0.02,496.04
1135871846,0,0.02,493.1
1135871848,0,0.02,467.74
1135871849,0,0.02,468.27
1135871850,0,0.02,467.01
1135871851,0,0.02,497.79
1135871852,0,0.02,474.78
1135871854,0,0.02,475.58
1135871855,0,0.02,477.86
1135871856,0,0.01,477.68
1135871857,0.01,0.12,521.92
1135871909,0,0.1,542.84
1135871917,0,0.02,473.08
1135871918,0,0.04,483.2
1135871919,0,0.02,486.02
1135871920,0,0.11,486.95
1135871925,0,0.02,483.23
1135872029,0,0.02,534.85
1135872030,0,0.02,534.65
1135872031,0,0.06,617.24
1135872032,0,0.05,530.88
1135872033,0,0.05,537.01
1135872405,0,0.02,524.17
1135872406,0,0.02,522.87
1135872407,0,0.05,556.79
1135872408,0,0.09,555.03
1135872409,0,0.02,523.45
1135872410,0,0.04,522.74
1135872411,0,0.02,549.15
1135872412,0,0.02,544.76
1135872649,0,0.02,410.73
1135872650,0,0.07,410.35
1135872656,0,0.01,359.79
1135872678,0,0.01,406.51
1135872679,0,0.01,370.81
1135872703,0,0.01,375.12
1135872720,0,0.01,377.71
1135872978,0,0.02,455.77
1135872979,0,0.07,471.26
1135872980,0,0.06,469.93
1135872981,0,0.02,466.78
1135872982,0,0.02,466.78
1135872987,0,0.02,442.54
1135872988,0,0.02,435.46
1135872989,0,0.02,455.79
1135873004,0,0,521.31
1135873005,0,0.06,512.21
1135873006,0,0.02,503.5
1135873079,0,0.06,505.74
1135873086,0,0.02,529.24
1135873087,0,0.02,369.69
1135873090,0.01,0.12,504.92
1135873159,0,0.06,351.57
1135873168,0,0.01,353.21
1135873174,0,0.02,353.21
1135873175,0,0.05,351.58
1135900022,0,0.03,503.17
1135900024,0,0.05,485.18
1135900025,0,0.01,473.6
1135922925,0,0.03,456.41
1136015525,0,0.1,503.74
1136016537,0,0.01,488.71
1136016541,0,0.01,492.39
1136016544,0,0.04,493.46
1136016547,0.01,0.22,489.73
1136034137,0,0.03,511.29
1136034139,0,0.02,470.59
1136034140,0,0.02,470.81
1136034144,0,0.02,502.03
1136034145,0,0.06,480.5
1136034146,0,0.03,504.66
1136034147,0,0.02,473.83
1136034148,0,0.06,471.65
1136034150,0,0.03,476.43
1136034153,0,0.04,470.12
1136034154,0.01,0.13,461.94
1136034185,0,0.1,491.78
1136139945,0,0.02,448.1
1136139946,0,0.04,475.61
1136139947,0,0.04,485.33
1136139948,0.01,0.19,482.39
1136139949,0,0.11,482.2
1136139950,0,0.07,497.72
1136175220,0,0.02,462.44
1136175229,0,0.05,487.46
1136176172,0,0.01,493.4
1136179975,0,0.02,508.17
1136272405,0,0.08,486.66
1136272406,0,0.02,488.66
1136272423,0,0.03,450.38
1136272424,0,0.02,495.86
1136272425,0,0.03,543.57
1136272426,0,0.02,480.48
1136272427,0,0.06,483.62
1136334119,0,0.01,484.74
1136343983,0,0.02,553
1136343984,0,0.07,633.32
1136343985,0,0.01,545.5
1136456140,0,0.02,479.54
1136456518,0,0.1,410.98
1136456519,0,0.04,326.32
1136469434,0,0.03,455.1
1136469445,0,0.05,478.04
1136510154,0,0.02,487.52
1136606922,0.01,0.16,528.47
1136611933,0,0.05,494.21
1136611938,0,0.05,496.66
1136651144,0,0.02,539.39
1136651145,0,0.02,539.33
1136651152,0,0.02,501.39
1136651153,0,0.06,496.74
1136651154,0,0.02,501.91
1136651155,0,0.02,536.67
1136651157,0,0.02,539.35
1136651158,0,0.02,539.36
1136651161,0,0.04,499.03
1136651162,0,0.07,503.9
1136651163,0,0.01,495.15
1136651165,0,0.06,503.6
1136651166,0,0.04,499.06
1136651690,0,0.05,502.98
1136651691,0,0.01,524.07
1136651692,0,0.04,514.08
1136651693,0,0.05,518.3
1136651694,0,0.02,517.84
1136651695,0,0.01,524.07
1136651745,0,0.02,524.07
1136651865,0,0.02,364.69
1136651866,0,0.02,339.65
1136651869,0,0.01,338.34
1136651933,0,0.06,366.85
1136652307,0,0.02,458.31
1136652316,0,0.03,484.95
1136652317,0,0.04,483.95
1136652323,0,0.03,457.14
1136652324,0,0.02,476.97
1136652328,0,0.02,476.97
1136652329,0,0.08,498.54
1136652511,0,0.02,409.29
1136652514,0,0.02,409.75
1136652517,0,0.02,409.85
1136652518,0,0.02,405.68
1136652592,0,0.03,462
1136652594,0,0.05,461.08
1136652601,0,0.02,461.39
1136652853,0,0.04,365.73
1136652854,0,0.01,465.15
1136652856,0,0.04,462.07
1136652858,0,0.01,465.15
1136652859,0,0.04,457.09
1136652860,0,0.04,364.37
1136652929,0,0.02,463.34
1136652931,0,0.01,459.18
1136653442,0.01,0.29,440.4
1136653443,0,0.09,443.03
1136653625,0,0.01,439.28
1136653626,0,0.01,435.61
1136653627,0,0.01,448.03
1136653628,0,0.05,448.64
1136654476,0,0.02,457.62
1136721001,0,0.07,463.24
1136747304,0,0.03,449.95
1136932547,0,0.02,459.85
1136963199,0.01,0.2,492.15
1136978550,0.01,0.26,502.83
1136978551,0,0.1,266.25
1136986265,0,0.03,266.25
1136986266,0,0,266.25
1136987764,0.01,0.16,489.33
1136987766,0,0.01,496.24
1136987783,0,0.03,490.3
1137007782,0,0.06,486.75
1137007785,0,0.05,483.93
1137007786,0,0.02,485.6
1137007789,0,0.06,484.61
1137007791,0,0.09,466.67
1137022608,0,0.02,499.99
1137142128,0.01,0.34,495.86
1137142129,0.01,0.15,551.33
1137142130,0,0.08,514.55
1137142136,0.01,0.12,545.79
1137142138,0.01,0.12,516.7
1137156744,0,0.11,476.15
1137156777,0,0.07,493.93
1137156778,0,0.07,493.94
113715803,0.01,0.13,488.94
113715804,0.03,0.59,541.88
113715805,0.01,0.33,525.26
113715806,0.01,0.28,519.44
113715807,0,0.04,486.81
113715809,0.01,0.33,503
1137178829,0,0.03,471.56
1137206641,0,0.04,321.54
1137206647,0,0.04,356.74
1137206648,0,0.04,323.3
1137206649,0,0.03,380.17
1137212879,0,0.02,512.2
1137220405,0,0.06,539.07
1137220406,0,0.04,530.04
1137228460,0,0.07,378.33
1137228461,0.01,0.12,534.46
1137228465,0.01,0.28,405.69
1137228468,0,0.02,363.68
1137228469,0,0.02,370.21
1137297059,0,0.02,548.73
1137298651,0,0.03,408.94
1137298652,0.02,0.47,501.49
1137312333,0,0.07,564.23
1137312351,0,0.07,546.25
1137312353,0,0.07,546
1137312355,0,0.05,544.54
1137316217,0,0.04,545.82
1137316218,0,0.04,493.53
1137316220,0,0.05,461.87
1137323436,0.01,0.17,489.97
1137368527,0,0.05,510.7
1137368528,0,0.04,510.28
1137368529,0.01,0.12,537.29
1137368532,0,0.04,461.87
1137368533,0,0.03,471.86
1137368534,0,0.02,471.3
1137368535,0,0.03,507.83
1137464748,0,0.02,360.68
1137464749,0,0.1,494.78
1137469289,0,0.06,568.84
1137481874,0,0.08,548.13
1137513299,0,0.02,485.72
1137513310,0,0.06,492.11
1137530420,0.01,0.21,488.76
1137558584,0,0.08,507.8
1137558587,0,0.01,507.67
1137644838,0,0.06,320.48
1137805229,0,0.03,489.55
1137805246,0,0.01,458.92
1137805428,0,0.06,491.56
1137813852,0,0.04,463.94
1137813853,0,0.04,464.25
1137944557,0,0.09,486.55
1137957505,0,0.01,485.39
1137957506,0,0.01,485.5
1137957509,0,0.03,488.75
1137975465,0,0.06,362.38
11379768,0.01,0.16,463.48
11379802,0.01,0.13,465.53
1138015863,0,0.03,464.56
1138015864,0,0.02,463.41
1138040678,0,0.08,352.75
1138040683,0,0.02,482.93
1138041973,0,0.02,483.23
1138041974,0,0.07,488.24
1138042012,0,0.09,488.83
1138042090,0,0.01,483.25
1138046083,0,0.02,515.31
1138046095,0,0.05,526.45
1138046096,0,0.03,559.06
1138055347,0,0.05,239.68
1138055348,0,0.02,381.76
1138055350,0,0.04,405.6
1138072505,0,0.01,455.05
1138079978,0,0.08,329.65
1138079979,0,0.08,329.62
11381171,0,0.01,481.5
1138180417,0,0.01,463.02
1138185917,0,0.03,333.05
1138185918,0,0.03,333.09
1138248263,0,0.03,452.44
1138248265,0,0,485.4
1138262783,0,0.07,461.6
1138262786,0,0.06,460.9
1138269600,0,0.04,493.42
1138269606,0,0.04,486.12
1138386835,0.01,0.14,554.18
1138386836,0,0.02,547.15
1138386844,0,0.02,547.1
1138386845,0,0.02,555.45
1138387683,0,0.03,564.74
1138387689,0,0.09,502.84
1138387714,0,0.09,565.52
1138387715,0,0.06,566.91
1138388258,0,0.05,460.55
1138388287,0,0.05,460.93
1138388569,0,0.01,476.71
1138388858,0,0.02,352.76
1138389029,0,0.02,353.67
1138389030,0,0.09,353.57
1138389043,0,0.1,352.69
1138389610,0,0.01,409.86
1138389613,0.01,0.13,406.04
1138389614,0,0.07,408.42
1138389618,0,0.01,408.33
1138390350,0,0.04,548.53
1138390351,0,0.02,546.79
1138391194,0.01,0.19,550.2
1138392686,0,0.04,559.48
1138392687,0,0.05,537.4
1138392688,0,0.02,476.61
1138392689,0,0.02,486.39
1138392690,0,0.03,459.95
1138392691,0,0.07,493.28
1138392706,0,0.02,507.44
1138392707,0,0.11,542.31
1138394829,0,0.02,529.05
1138394830,0,0.05,586.31
1138394848,0.01,0.21,622.2
1138394849,0,0.01,583.98
1138394850,0.01,0.2,601.71
1138394860,0,0.02,529.06
1138394861,0,0.02,529.06
1138394862,0,0.06,534.7
1138395140,0,0.03,555.01
1138395427,0.01,0.17,494.47
1138395428,0.01,0.19,537.5
1138671197,0,0.02,493.52
1138687769,0,0.04,467.42
1138687770,0.01,0.15,467.37
11389403,0.02,0.39,449.14
1139043099,0,0.03,491.9
1139155870,0,0.03,354.02
1139160075,0,0.02,488.44
1139160076,0,0.04,491.3
1139160077,0.01,0.22,547.32
1139160093,0,0.02,484.75
1139160868,0,0.02,481.12
1139160872,0,0.04,469.53
1139160873,0,0.02,485.28
1139160874,0,0.02,464.24
1139160875,0,0.02,454.34
1139162023,0,0.02,517.4
1139162392,0,0.03,498.05
1139162577,0,0.03,521.89
1139162578,0,0.02,522.15
1139162610,0,0.06,486.62
1139162612,0,0.02,484.73
1139162613,0,0.03,464.38
1139162614,0,0.05,511.22
1139162876,0,0.09,484.39
1139162889,0,0.09,483.28
1139162890,0,0.04,486.46
1139163186,0.01,0.2,556.14
1139163218,0,0.09,538.88
1139163392,0.01,0.15,558.43
1139163393,0,0.05,556.96
1139163677,0,0.02,552.61
1139163678,0,0.05,558.49
1139163680,0,0.05,553.11
1139163821,0,0.04,537.47
1139259583,0,0.07,559.91
1139268916,0,0.01,482.35
113961577,0,0.09,465.93
1140251035,0,0.07,492.31
1140251036,0,0.04,489.38
1140251038,0,0.06,492.79
1140251044,0,0.02,545.95
1140251053,0,0.02,556.07
1140251054,0,0.03,487.4
1140251055,0,0.04,556.25
11405458,0,0.07,471.27
11405463,0,0.02,471.92
11405488,0,0.08,539.39
11405639,0,0.03,442.45
11405709,0,0.05,471.8
11405744,0.01,0.15,498.27
11406068,0,0.03,558.54
11406328,0,0.1,470.94
11406337,0,0.02,491.27
11406344,0,0.02,487.41
1142005448,0,0.03,545.39
1142005449,0,0.08,547.34
1142005450,0,0.03,540.47
1142744695,0.01,0.15,454.17
1142744717,0,0.04,556.76
1142744721,0,0.1,467.99
114381363,0.01,0.34,480.87
114381371,0,0.07,322.31
114381412,0,0.06,560.52
114381428,0.01,0.15,369.02
1143842895,0,0.03,488.77
1143843158,0,0.08,479.54
1143843159,0,0.02,455.69
1143843160,0,0.09,490.44
1143843161,0,0.02,451.16
1143843162,0,0.03,447.1
1143843163,0,0.02,455.66
1143843528,0,0.02,524.2
1143843530,0,0.03,524.35
1143843700,0,0.02,540.95
1143844004,0,0.07,476.03
1143844005,0,0.01,475.06
1143844007,0,0.08,478.27
1143844008,0,0.03,477.75
1143844267,0,0.09,458.91
1143844268,0,0.03,474.33
1143844269,0,0.03,474.33
1143844270,0,0.09,478.56
1143844336,0,0.01,449.88
1143844337,0,0.08,450.89
1143844339,0,0.01,449.93
1143844340,0,0.02,446.62
1143844421,0,0.05,491.84
1143844422,0,0.02,477.72
1143844425,0,0.02,477.77
1143844437,0,0.03,446.54
1143844438,0,0.03,479.96
1143844446,0,0.11,455.18
1143844447,0,0.05,454.73
1143844798,0,0.03,450.5
1143844799,0,0.02,456.52
1143844800,0,0.04,449.84
1143844801,0,0.04,455.45
1143844828,0,0.02,459.33
1143844887,0,0.02,497.68
1143844888,0,0.05,485.29
1143845033,0,0.02,482.43
1143845034,0,0.09,488.52
1143845035,0,0.07,487.17
1143845145,0,0.09,345.22
1143845146,0.01,0.15,354.81
1143845175,0,0.02,492.43
1143846188,0,0.04,359.49
1143846189,0,0.02,356.9
1143846190,0,0.02,362.43
1143846191,0,0.01,351.83
1143846264,0,0.08,543.41
1143846266,0,0.06,504.03
1143846374,0,0.03,496.67
1143846375,0,0.03,495.91
1143846447,0,0.05,477.82
1143846461,0,0.01,424.39
1143846462,0,0.04,424.42
1143846782,0,0.02,459.9
1143846783,0,0.02,459.66
1143846784,0,0.02,457.02
1143863890,0,0.02,472.67
1144041258,0,0.02,374.89
1144041294,0,0.02,540.25
1144041683,0,0.02,553.64
1144041684,0,0.05,556.57
1144041685,0,0.02,483.68
1144041686,0,0.01,484.67
1144042326,0,0.09,457.58
1144042494,0,0.11,468.83
1144042566,0.01,0.2,459.54
1144042583,0,0.06,485
1144042797,0,0.03,460.9
1144042804,0,0.06,469.9
1144042807,0,0.02,441.07
1144042809,0,0.01,447
1144042832,0,0.03,494.43
1144042891,0,0.06,457.71
1144042994,0,0.02,445.51
1144043331,0,0.02,473.57
1144043332,0,0.04,463.69
1144043333,0,0.05,478.18
1144043751,0,0.02,462.49
1144043752,0,0.07,472.95
1144043753,0,0.07,465.66
1144043852,0,0.03,489.71
1144043853,0,0.04,492.05
1144045378,0,0.02,456.57
1144045396,0,0.02,463.66
1144045397,0,0.02,459.43
1144045398,0,0.02,459.94
1144045399,0,0.02,460.19
1144045515,0,0.02,463.85
1144045516,0,0.02,463.39
1144045517,0,0.02,466.26
1144046520,0,0.01,358.99
1144047048,0,0.02,457.07
1144047049,0,0.04,457.44
1144047050,0,0.04,441.15
1144047051,0,0.02,453.51
1144048221,0,0.02,452.41
1144048222,0,0.02,457.04
1144048223,0,0.02,449.85
1144048224,0,0.02,455.19
1144049404,0,0.07,462.39
1144049407,0,0.03,477.96
1144049517,0,0.02,357.55
1144050016,0,0.02,556.07
1144050017,0,0.02,556.08
1144050451,0,0.02,467.57
1144050452,0,0.05,482.85
1144051603,0,0.03,516.87
1144051608,0,0.02,514
1144051609,0,0.02,488.11
1144051610,0.01,0.21,528.45
1144302234,0.01,0.23,496.07
1144358723,0,0.04,462.26
1144358724,0,0.03,464.02
1144358735,0,0.03,486.61
1144358736,0,0.03,544.95
1144362106,0,0.02,534.4
1144362247,0,0.03,429.53
1144370446,0,0.09,379.74
1144381802,0,0.02,485.48
1144396592,0,0.02,441.41
1144396646,0,0.01,441.13
1144396680,0,0.02,441.32
1144396736,0,0.01,462.05
1144397089,0,0.01,447.56
1144397164,0,0.01,466.81
1144397185,0,0.01,462.67
1144397803,0,0.01,465.18
1144398210,0,0.03,443.6
1144398278,0,0.01,442.58
1144495557,0,0.02,542.13
1144495558,0,0.02,541.64
1144528540,0,0.03,542.44
1144528541,0,0.01,609.56
1144620100,0,0.05,541.72
1144620102,0,0.05,544.06
1144620104,0,0.08,521.01
1144620107,0,0.05,489.45
1144620129,0,0.05,522.87
1144620130,0,0.02,457.49
1144620133,0,0.02,454.97
1144620134,0,0.02,459.08
1144620905,0,0.02,411.37
1144620906,0,0.02,397.06
1144620908,0,0.02,397.39
1144620946,0,0.02,397.39
1144620947,0,0.02,397.05
1144621265,0,0.02,380.9
1144621266,0,0.04,357.04
1144621267,0,0.01,375.33
1144621293,0,0.04,338.55
1144621315,0,0.04,320.97
1144621316,0,0.04,342.01
1144621717,0,0.04,460.41
1144621718,0,0.04,460.15
1144621719,0,0.04,462.65
1144621721,0,0.02,461.6
1144622076,0,0.01,496.62
1144622090,0,0.06,515.95
1144622091,0.01,0.2,464.57
1144622092,0,0.08,349.1
1144622093,0,0.01,527.79
1144622311,0,0.02,472.27
1144622314,0,0.02,473.89
1144622317,0,0.02,468.61
1144622320,0,0.02,468.61
1144622508,0.01,0.13,491.03
1144622509,0,0.02,463.47
1144622555,0,0.02,463.47
1144622556,0,0.02,463.81
1144623597,0,0.02,331.06
1144623598,0,0.02,333.8
1144623668,0,0.01,328.57
1144623669,0,0.02,339.72
1144623670,0,0.04,334.22
1144623838,0,0.02,464.01
1144623839,0,0.02,461.84
1144623840,0,0.06,464.04
1144623841,0,0.02,461.82
1144623866,0,0.04,490.59
1144623867,0,0.04,490.12
1144624189,0,0.02,519.16
1144624190,0,0.02,583.95
1144624191,0.01,0.13,589.79
1144624193,0,0.06,527.61
1144624194,0,0.06,527.87
1144624195,0,0.02,571.92
1144624313,0,0.06,323.61
1144624314,0,0.07,457.26
1144624830,0,0.01,469.95
1144624982,0,0.03,465.94
1144624983,0,0.06,490.21
1144624984,0,0.03,468.98
1144625298,0,0.11,487.44
1144625299,0,0.04,463.21
1144625582,0,0.01,463.48
1144625592,0,0.07,451.63
1144625594,0,0.02,463.19
1144625598,0,0.02,455.77
1144625849,0,0.02,358.66
1144625907,0,0.02,364.7
1144625908,0,0.02,364.68
1144625924,0,0.02,358.65
1144625925,0,0.02,364.68
1144625926,0,0.1,360.27
1144626148,0,0.02,362.33
1144626193,0,0.02,362.32
1144626194,0,0.08,364.67
1144626218,0,0.02,362.31
1144626219,0,0.03,216.58
1144626663,0,0.02,552.88
1144626665,0,0.09,554.7
1144626676,0,0.02,544.93
1144626677,0,0.02,550.22
1144626922,0.01,0.23,468.48
1144626923,0,0.06,519.56
1144627093,0,0.01,463.26
1144627123,0,0.07,488.05
1144627124,0,0.02,484.4
1144627133,0,0.02,483.06
1144627328,0,0.02,477.33
1144627350,0,0.02,474.24
1144627417,0,0.02,476.68
1144627418,0,0.02,476.63
1144627432,0,0.04,475.89
1144641014,0,0.08,464.92
1144641015,0,0.03,476.63
1144641016,0,0.02,474.25
1144835095,0,0.04,456.08
1144872882,0,0.02,463.07
1144872884,0,0.04,457.43
1144872887,0,0.02,446.96
1144872888,0,0.05,465.95
1144872889,0,0.03,465.63
1144872894,0,0.04,495.06
1144872910,0,0.03,485.29
1144872913,0,0.03,488.76
1144961545,0,0.02,476.51
1144961547,0,0.09,480.25
1144961572,0,0.04,487.88
1144961573,0,0.02,485.06
1144961578,0,0.03,486.42
1144961582,0,0.02,485.3
1144961590,0.01,0.2,493.37
1144979952,0,0.11,453.56
1144979953,0,0.02,459.67
1144979954,0,0.11,461.33
1144979955,0,0.02,462.1
1145089824,0,0.02,486.07
1145089825,0,0.02,456.08
1145089831,0,0.03,499.24
1145089834,0,0.09,496.55
1145089841,0,0.06,472.76
1145089842,0,0.07,472.68
1145089845,0,0.02,467.51
1145089847,0,0.04,494.53
1145089848,0,0.04,488.75
1145105763,0,0.03,484.49
1145105765,0,0.03,488.74
1145105767,0,0.04,488.75
1145105771,0,0.03,488.76
1145124853,0,0.1,476.78
1145124865,0,0.04,489.62
1145124869,0,0.03,490.74
1145124958,0,0.03,478.29
1145124969,0,0.03,491.48
1145124974,0.01,0.27,447.49
1145124982,0,0.03,491.48
1145124987,0.01,0.16,489.18
1145124991,0,0.05,484.95
1145125210,0,0.01,370.09
1145125364,0,0.01,371.78
1145125372,0,0.01,370.09
1145125567,0,0.03,459.46
1145125568,0,0.11,457.13
1145125569,0,0.12,494.98
1145125623,0,0.11,496.35
1145169175,0,0.02,477.74
1145174464,0,0.01,469.38
1145213536,0,0.02,497.76
1145213537,0,0.04,497.78
1145213538,0,0.03,500.19
1145213543,0,0.1,491.43
1145213545,0,0.07,492.27
1145213548,0,0.08,483.46
1145213549,0.01,0.2,452.46
1145213550,0,0.03,492.43
1145213573,0,0.02,492.59
1145213575,0.01,0.12,491.12
1145213576,0,0.02,492.58
1145213581,0,0.05,491.68
1145213583,0,0.05,474.45
1145213584,0,0.09,448.32
1145213585,0,0.04,456.4
1145213641,0,0.08,491.93
1145213642,0,0.03,492.72
1145213651,0,0.04,491.51
1145213662,0,0.03,456.65
1145213663,0,0.04,455.14
1145213670,0,0.04,446.53
1145213671,0.01,0.15,438.89
1145213672,0,0.04,478.16
1145213677,0,0.03,475.58
1145224897,0.01,0.29,450.49
1145459458,0,0.07,490.26
1145459459,0,0.03,476.35
1145459460,0,0.05,493.2
1145459466,0,0.02,491.53
1145459467,0,0.02,485.34
1145459468,0,0.07,488.46
1145459469,0,0.04,487.96
1145459470,0,0.03,474.34
1145459471,0,0.1,490.33
1145638341,0,0.02,499.54
1145638344,0,0.09,486.21
1145638360,0,0.08,464.94
1145686942,0,0.02,442.18
1145686944,0,0.02,479.87
1145686945,0,0.04,500.28
1145686946,0,0.03,482.6
1145686950,0,0.03,486.12
1145698884,0,0.06,532.73
1146013213,0,0.02,487.69
1146013214,0,0.05,504.91
1146013215,0,0.06,492.32
1146013222,0,0.09,507.47
1146013223,0,0.01,502.51
1146013225,0,0.06,489.75
1146013226,0,0.02,456.55
1146054291,0,0.02,561.26
1146072233,0,0.06,453.53
1146084482,0,0.07,469.45
1146084486,0,0.04,464.66
1146112311,0,0.03,494.29
1146112312,0,0.03,494.32
1146124262,0,0.05,478.69
1146130036,0,0.02,554.05
1146130037,0,0.03,488.92
1146132056,0,0.03,538.56
1146159296,0.01,0.14,501.78
1146159298,0.01,0.17,506.07
1146420502,0.01,0.35,473.94
1146420503,0,0.06,485.57
1146423417,0,0.03,499.31
1146426023,0,0.02,443.56
114658391,0.05,1.24,563
114667396,0.01,0.21,447.26
1146825688,0,0.01,485.96
1146825690,0,0.04,497.37
1146825691,0,0.03,500.59
1146825707,0,0.05,560.94
1146825708,0,0.04,521.02
1146825709,0,0.02,477.21
1146825728,0,0.05,498.88
1146825733,0,0.02,464.65
1146825734,0,0.05,464.15
114686325,0,0.03,360.14
1146875488,0,0.06,493.89
1146875489,0,0.01,469.55
1146877410,0,0.04,488.09
1146919833,0,0.02,540.08
1146919834,0,0.02,503.45
1146919836,0,0.02,540.09
1146919837,0,0.02,547.69
1146919876,0,0.03,472.08
