date,cars_sampled,ECO2_gmh_sampled,ECO2_micro_sampled,EC_gmh_sampled,cars_nonsampled,ECO2_gmh_nonsampled,ECO2_micro_nonsampled,EC_gmh_nonsampled,cars_total,ECO2_gmh_total,ECO2_micro_total,EC_gmh_total
2022-09-23T00:00:00Z,32909.25,800.1193004960943,5051.2582102026145,18521.280104076253,2058892.3269026056,28155.43730571462,177748.9728896125,651746.2339285791,2091801.5769026056,28955.556606210714,182800.2310998151,670267.5140326554
2022-09-23T01:00:00Z,23727.433333333334,566.7710382252873,3578.099988796005,13119.699958918685,1674058.2774179864,22983.156750677143,145095.6865573052,532017.5173767857,1697785.7107513198,23549.92778890243,148673.78654610118,545137.2173357045
2022-09-23T02:00:00Z,18418.916666666668,451.6646619191322,2851.418320196541,10455.200507387319,1572635.711300162,21436.668101470943,135332.50064059938,496219.169015531,1591054.6279668286,21888.332763390074,138183.9189607959,506674.36952291836
2022-09-23T03:00:00Z,17845.166666666668,437.23362958593424,2760.313318093019,10121.148833007737,1619768.7672285112,22819.199968121346,144060.60585935193,528222.2214842904,1637613.933895178,23256.43359770728,146820.91917744494,538343.3703172982
2022-09-23T04:00:00Z,25091.95,673.3005831869493,4250.634994867104,15585.66164784605,1943639.0987909166,27110.41093794388,171151.58420419117,627555.8087487009,1968731.0487909166,27783.71152113083,175402.21919905828,643141.4703965469
2022-09-23T05:00:00Z,52171.13333333333,1463.1671939088587,9237.16662821249,33869.610970112466,3946767.3993069655,57067.24575179413,360273.0161098114,1321001.0590693085,3998938.532640299,58530.412945702985,369510.18273802387,1354870.670039421
2022-09-23T06:00:00Z,82617.26666666666,2350.002182154151,14835.872362084285,54398.19866097571,9598259.627147907,138270.37901128855,872919.0594147004,3200703.2178539014,9680876.893814575,140620.3811934427,887754.9317767847,3255101.416514877
2022-09-23T07:00:00Z,102539.6,2945.6202386111136,18596.08736496915,68185.65367155355,11463048.782618895,167986.83277163212,1060522.934164344,3888584.0919359284,11565588.382618895,170932.45301024325,1079119.0215293132,3956769.745607482
2022-09-23T08:00:00Z,110135.7,3170.052912457704,20012.96030591985,73380.85445503944,12777546.515359068,187084.26865923926,1181087.5546669145,4330654.36711202,12887682.215359068,190254.32157169696,1201100.5149728344,4404035.22156706
2022-09-23T09:00:00Z,110080.61666666667,3081.914365658665,19456.53008622894,71340.6103161728,13567414.362129757,198133.4266450252,1250842.3399307146,4586421.913079287,13677494.978796424,201215.34101068386,1270298.8700169434,4657762.52339546
2022-09-23T10:00:00Z,112577.56666666667,3207.648227485142,20250.3044664466,74251.11637697088,12763353.789617533,188150.41699332633,1187818.2890992824,4355333.726697369,12875931.3562842,191358.06522081146,1208068.593565729,4429584.843074339
2022-09-23T11:00:00Z,108607.41666666667,3132.9190121874904,19778.529117345268,72521.27343026598,14010767.813162403,205920.09709778067,1300000.6129910394,4766668.914300478,14119375.22982907,209053.01610996816,1319779.1421083848,4839190.1877307445
2022-09-23T12:00:00Z,115287.98333333334,3296.3960126312727,20810.58088782369,76305.46325535353,14512449.338202834,212682.73716914293,1342694.0477849932,4923211.508544975,14627737.321536167,215979.1331817742,1363504.6286728168,4999516.971800328
