date,cars_sampled,ECO2_gmh_sampled,ECO2_micro_sampled,EC_gmh_sampled,cars_nonsampled,ECO2_gmh_nonsampled,ECO2_micro_nonsampled,EC_gmh_nonsampled,cars_total,ECO2_gmh_total,ECO2_micro_total,EC_gmh_total
2022-09-24T00:00:00Z,44339.61666666667,1038.7352969826043,6557.6723294356325,24044.798541263986,2964029.5670425273,39882.73772124343,251784.96036138525,923211.5213250793,3008369.183709194,40921.47301822603,258342.63269082087,947256.3198663433
2022-09-24T01:00:00Z,34157.75,780.7867327437585,4929.209171362111,18073.766961661076,2403509.676898548,31817.687631410245,200869.24009728688,736520.5470233853,2437667.426898548,32598.474364154004,205798.44926864898,754594.3139850463
2022-09-24T02:00:00Z,28500.383333333335,635.0941174542766,4009.432559686089,14701.252718848993,2147026.154384149,28672.55583341459,181013.6100594355,663716.5702179302,2175526.537717482,29307.649950868865,185023.0426191216,678417.8229367792
2022-09-24T03:00:00Z,23319.766666666666,518.9397155903391,3276.1345681208277,12012.493416443034,1935154.0983944524,26658.69278778715,168299.82820572695,617099.3700876655,1958473.865061119,27177.63250337749,171575.96277384777,629111.8635041085
2022-09-24T04:00:00Z,22025.366666666665,517.2263001165121,3265.317551240606,11972.831021215556,2031812.9182637811,27606.140375250434,174281.18923769213,639031.0272048712,2053838.2849304478,28123.366675366946,177546.50678893275,651003.8582260867
2022-09-24T05:00:00Z,27986.466666666667,704.779709672017,4449.366853990005,16314.345131296688,3094614.722915457,42716.55560290185,269675.22476579447,988809.1574745798,3122601.189582124,43421.335312573865,274124.5916197845,1005123.5026058764
2022-09-24T06:00:00Z,30851.733333333334,844.4865694299364,5331.354604986972,19548.300218285563,5844354.03653591,81391.70105275243,513836.49654515414,1884067.1539988986,5875205.769869244,82236.18762218236,519167.8511501411,1903615.454217184
2022-09-24T07:00:00Z,39322.03333333333,1091.4129017420282,6890.232965543107,25264.187540324725,6959968.638182287,97815.79435639283,617523.9542701567,2264254.498990575,6999290.67151562,98907.20725813486,624414.1872356997,2289518.6865308997
2022-09-24T08:00:00Z,49470.666666666664,1419.1763047708855,8959.446368503064,32851.3033511779,7847206.773551414,110579.25842339925,698101.3789356013,2559705.056097205,7896677.440218081,111998.43472817013,707060.8253041044,2592556.3594483826
2022-09-24T09:00:00Z,72190.66666666667,2021.3809730492503,12761.243516725064,46791.2262279919,9341284.468909556,132591.5105216404,837067.6169295479,3069247.928741676,9413475.135576222,134612.89149468963,849828.8604462729,3116039.1549696676
2022-09-24T10:00:00Z,86226.41666666667,2493.5686596478936,15742.226386665994,57721.49675110864,9688952.132857135,138840.68168627255,876519.4550901045,3213904.6686637164,9775178.5495238,141334.25034592045,892261.6814767704,3271626.165414825
2022-09-24T11:00:00Z,97526.96666666666,2750.9836644653074,17367.321114048656,63680.177418178406,10709766.905907549,154161.44949611064,973241.4740916075,3568552.0716692274,10807293.872574216,156912.43316057595,990608.7952056562,3632232.249087406
2022-09-24T12:00:00Z,98817.83333333333,2854.2613888106275,18019.32694956204,66070.8654817275,14400778.326579975,208702.89512836398,1317568.7823760351,4831085.535378795,14499596.159913309,211557.1565171746,1335588.109325597,4897156.400860523
2022-09-24T13:00:00Z,109600.85,3395.111319795312,21433.78358456636,78590.53981007666,16074824.689585257,233754.72342261777,1475724.2640316777,5410988.968116152,16184425.539585257,237149.83474241308,1497158.047616244,5489579.507926228
2022-09-24T14:00:00Z,104902.33333333333,3191.73025355615,20149.812206793875,73882.6447582442,15089947.855371926,214318.2552299033,1353019.2880675714,4961070.722914428,15194850.18870526,217509.98548345946,1373169.1002743652,5034953.3676726725
2022-09-24T15:00:00Z,99726.5,2994.2375237644387,18903.01467023004,69311.05379084348,13877976.287200084,201351.1178373788,1271156.0469531491,4660905.50549488,13977702.787200084,204345.35536114324,1290059.0616233791,4730216.559285723
