date,cars_sampled,ECO2_gmh_sampled,ECO2_micro_sampled,EC_gmh_sampled,cars_nonsampled,ECO2_gmh_nonsampled,ECO2_micro_nonsampled,EC_gmh_nonsampled,cars_total,ECO2_gmh_total,ECO2_micro_total,EC_gmh_total
2022-09-08T00:00:00Z,31946.016666666666,797.9146907368654,5037.340219298392,18470.247470760773,2223414.415735862,30951.10984719563,195398.42075249765,716460.8760924914,2255360.432402529,31749.024537932495,200435.76097179606,734931.1235632522
2022-09-08T01:00:00Z,23462.1,622.0532836200006,3927.1040632575796,14399.381565277792,1739141.995188381,24557.124788547488,155032.3534630523,568451.9626978586,1762604.0951883812,25179.178072167488,158959.45752630988,582851.3442631364
2022-09-08T02:00:00Z,19152.183333333334,605.2522124331903,3821.0366946539784,14010.467880397922,1487350.582850518,20782.226321214122,131200.92374503866,481070.0537318084,1506502.7661838513,21387.478533647314,135021.96043969263,495080.5216122063
2022-09-08T03:00:00Z,17284.4,560.2336352269531,3536.828505220663,12968.371185809097,1517041.0411934583,21935.768953244024,138483.3898563385,507772.4294732412,1534325.4411934582,22496.002588470976,142020.21836155915,520740.8006590503
2022-09-08T04:00:00Z,25375.75,788.5827787756485,4978.4266336846495,18254.23099017705,1846582.8065036125,27441.855164986297,173244.03513248923,635228.1288191272,1871958.5565036125,28230.437943761946,178222.4617661739,653482.3598093042
2022-09-08T05:00:00Z,60533.3,1816.4564947264805,11467.528375798487,42047.60404459445,5164491.726976746,74498.36239571247,470317.9444173766,1724499.129530381,5225025.026976746,76314.81889043894,481785.4727931751,1766546.7335749753
2022-09-08T06:00:00Z,98478.43333333333,2934.7437805597992,18527.422857069436,67933.8838092546,13179668.360279512,185494.92910140863,1171053.8453371758,4293864.099569645,13278146.793612845,188429.67288196844,1189581.2681942452,4361797.983378899
2022-09-08T07:00:00Z,123560.15,3800.8821540049657,23995.468143970742,87983.38319455938,16707815.649937823,238939.74245313008,1508457.9700323867,5531012.556785419,16831375.799937822,242740.62460713505,1532453.4381763574,5618995.939979978
2022-09-08T08:00:00Z,131956.35,3998.3517755650014,25242.119795233593,92554.43924918985,17157485.55062578,245661.46181056698,1550893.0669859026,5686607.912281643,17289441.90062578,249659.813586132,1576135.1867811363,5779162.351530832
2022-09-08T09:00:00Z,123509.48333333334,3611.474048435936,22799.709901742015,83598.9363063874,14779987.510672526,210931.01485661513,1331635.194801863,4882662.380940165,14903496.994005859,214542.48890505108,1354434.904703605,4966261.317246553
2022-09-08T10:00:00Z,112623.55,3297.673137380751,20818.643544070397,76335.02632825811,13233641.167576417,190791.70230439783,1204493.0701035215,4416474.590379579,13346264.717576418,194089.37544177857,1225311.7136475919,4492809.616707837
2022-09-08T11:00:00Z,114420.91666666667,3376.2838177930253,21314.923092127683,78154.71800446817,13157908.488121023,188905.63316936573,1192586.06798842,4372815.582624206,13272329.40478769,192281.91698715877,1213900.9910805477,4450970.300628674
2022-09-08T12:00:00Z,112778.95,3409.122056513959,21522.23520526489,78914.8624193046,12864701.83156823,185899.44351687582,1173607.5979600747,4303227.85918694,12977480.78156823,189308.5655733898,1195129.8331653397,4382142.721606244
2022-09-08T13:00:00Z,120986.4,3738.495472815396,23601.61283343053,86539.24705591195,14155060.546078278,207454.3472726506,1309686.535812188,4802183.964644689,14276046.946078278,211192.84274546598,1333288.1486456185,4888723.2117006015
2022-09-08T14:00:00Z,127890.41666666667,3768.1102254488583,23788.574655611475,87224.77373724208,13429031.684149275,194895.62123818955,1230401.6492309945,4511472.71384698,13556922.10081594,198663.7314636384,1254190.223886606,4598697.487584222
2022-09-08T15:00:00Z,135199.13333333333,4066.1801306005527,25670.32910732672,94124.54006019798,14175284.80643987,206189.5362553985,1301701.6177739804,4772905.9318379285,14310483.939773202,210255.71638599905,1327371.946881307,4867030.471898126
2022-09-08T16:00:00Z,130296.36666666667,4118.845112103365,26002.810051157605,95343.63685424456,14056004.713030636,209083.77025748647,1319973.2970800912,4839902.089293668,14186301.079697303,213202.61536958982,1345976.1071312488,4935245.726147912
2022-09-08T17:00:00Z,125106.68333333333,3925.224549871982,24780.45801686857,90861.67939518476,13499102.342936885,200003.76268529976,1262650.01695265,4629716.728826383,13624209.026270218,203928.98723517175,1287430.4749695186,4720578.408221568
2022-09-08T18:00:00Z,121421.5,3623.2296405608395,22873.924498490145,83871.05649446388,14196379.439999502,204756.2501025959,1292653.0940820447,4739728.0116341645,14317800.939999502,208379.47974315673,1315527.0185805347,4823599.068128629
2022-09-08T19:00:00Z,100137.16666666667,2795.885195726185,17650.790377059246,64719.564715883906,10566331.389264235,151869.11515457803,958769.6663799117,3515488.776726343,10666468.555930901,154665.0003503042,976420.456756971,3580208.341442227
2022-09-08T20:00:00Z,81112.35,2171.08760697913,13706.361155171275,50256.657568961346,8475662.237017974,119787.93624519551,756236.9712449211,2772868.8945647106,8556774.587017974,121959.02385217464,769943.3324000924,2823125.552133672
2022-09-08T21:00:00Z,67333.21666666666,1817.1467470851505,11471.886029577969,42063.58210845255,7001032.2646687515,97843.93683924596,617701.6214598861,2264905.9453529157,7068365.481335418,99661.08358633111,629173.507489464,2306969.527461368
2022-09-08T22:00:00Z,62049.666666666664,1653.754389503727,10440.368620604337,38281.35160888257,6182498.832003299,84973.95526845673,536451.7378059137,1966989.7052883501,6244548.498669966,86627.70965796045,546892.1064265181,2005271.0568972328
2022-09-08T23:00:00Z,46425.2,1208.4590970085299,7629.16096596294,27973.590208530783,5559225.900894627,77106.91121526284,486786.05565191177,1784882.20405701,5605651.100894627,78315.37031227136,494415.2166178747,1812855.7942655408
