date,cars_sampled,ECO2_gmh_sampled,ECO2_micro_sampled,EC_gmh_sampled,cars_nonsampled,ECO2_gmh_nonsampled,ECO2_micro_nonsampled,EC_gmh_nonsampled,cars_total,ECO2_gmh_total,ECO2_micro_total,EC_gmh_total
2022-09-21T00:00:00Z,31472.566666666666,733.5867232610334,4631.229313516625,16981.174149560957,1903392.7355191421,26255.50236711101,165754.43413580183,607766.25849794,1934865.3021858088,26989.089090372043,170385.66344931844,624747.432647501
2022-09-21T01:00:00Z,20573.2,464.6201790384507,2933.2082010003196,10755.096737001173,1434111.7375074753,20291.66201772662,128103.92687958723,469714.39855848654,1454684.9375074753,20756.28219676507,131037.13508058756,480469.4952954877
2022-09-21T02:00:00Z,17135.966666666667,397.1366766057796,2507.175988672851,9192.978625133786,1428684.1072506502,20150.564785341365,127213.16152361971,466448.25891993893,1445820.0739173167,20547.701461947145,129720.33751229256,475641.23754507274
2022-09-21T03:00:00Z,14250.216666666667,348.3751800428763,2199.338257846441,8064.240278770285,1322418.4176197287,18882.894405208415,119210.19195207332,437104.0371576022,1336668.6342863953,19231.26958525129,121409.53020991976,445168.2774363725
2022-09-21T04:00:00Z,22310.983333333334,605.1698173569407,3820.51652371806,14008.560586966221,1528319.3648500151,21964.863733641145,138667.06902551226,508445.91976021166,1550630.3481833485,22570.033550998087,142487.5855492303,522454.4803471779
2022-09-21T05:00:00Z,55951.5,1580.8599242059838,9980.17628917919,36593.979726990365,4160894.1598926117,61253.45292762638,386701.09171481297,1417904.0029543142,4216845.659892611,62834.312851832365,396681.26800399215,1454497.9826813047
2022-09-21T06:00:00Z,94528.46666666666,2723.98399185346,17196.868635438506,63055.18499660786,10509028.465482876,154866.52508754644,977692.7088860254,3584873.2659154264,10603556.932149542,157590.5090793999,994889.5775214639,3647928.450912034
2022-09-21T07:00:00Z,121742.4,3573.323667977751,22558.861540263577,82715.82564763312,11596472.034578368,172142.01426828696,1086755.1405826197,3984768.848802939,11718214.434578368,175715.33793626472,1109314.0021228832,4067484.674450572
2022-09-21T08:00:00Z,126377.58333333333,3768.5243867778117,23791.18931046598,87234.36080504193,11187210.471886767,163910.07905186946,1034785.8526001858,3794214.792867348,11313588.055220101,167678.60343864726,1058577.0419106518,3881449.15367239
2022-09-21T09:00:00Z,119904.83333333333,3400.2576882714384,21466.27328454191,78709.668709987,12430434.522000838,181597.67191602246,1146449.948964788,4203649.81287089,12550339.355334172,184997.9296042939,1167916.22224933,4282359.481580877
2022-09-21T10:00:00Z,112296.7,3290.843830144037,20775.529230707303,76176.94051259344,12331879.962724417,178157.89992481435,1124734.2166970603,4124025.4612225546,12444176.662724417,181448.74375495838,1145509.7459277676,4200202.401735148
2022-09-21T11:00:00Z,114467.83333333333,3475.046366611765,21938.424031639926,80440.88811601307,12532778.203022122,189307.0671566693,1195120.3734638214,4382108.036034011,12647246.036355456,192782.11352328106,1217058.7974954613,4462548.924150025
2022-09-21T12:00:00Z,113822.21666666666,3263.194396613299,20600.974726094057,75536.90732901155,14104504.004474841,203866.99566798707,1287039.1140655747,4719143.418240441,14218326.221141508,207130.19006460038,1307640.0887916689,4794680.325569453
2022-09-21T13:00:00Z,111959.88333333333,3264.499816313687,20609.216012081357,75567.12537763164,13858134.351370363,197693.68230379105,1248066.176160297,4576242.645921089,13970094.234703695,200958.18212010473,1268675.3921723783,4651809.7712987205
2022-09-21T14:00:00Z,124661.21666666666,3571.8840820545443,22549.773245293836,82682.50189941074,14843075.674305333,212248.7678023452,1339954.3421865227,4913165.921350583,14967736.890972,215820.65188439973,1362504.1154318165,4995848.423249994
2022-09-21T15:00:00Z,135075.45,3961.8781320066364,25011.85689398129,91710.14194459806,15664167.148996096,227295.65719519736,1434947.330777761,5261473.546185124,15799242.598996095,231257.535327204,1459959.1876717424,5353183.688129722
2022-09-21T16:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-09-21T17:00:00Z,131311.11666666667,3947.8312886274502,24923.177327193494,91384.98353304282,16781371.1290463,241632.2722845702,1525456.2644227915,5593339.636216903,16912682.245712966,245580.10357319764,1550379.441749985,5684724.619749946
2022-09-21T18:00:00Z,122894.1,3587.5938640980285,22648.951162235026,83046.15426152843,16155839.218008773,230946.08509599604,1457992.9614646214,5345974.192036945,16278733.318008773,234533.67896009405,1480641.9126268565,5429020.346298474
2022-09-21T19:00:00Z,103086.15,2907.445236292842,18355.08356245481,67301.9730623343,12283645.000182403,175509.19006178709,1108012.563521383,4062712.732911738,12386731.150182404,178416.63529807993,1126367.647083838,4130014.705974072
2022-09-21T20:00:00Z,83852.2,2253.9048039566997,14229.196994676133,52173.72231381248,8665702.045799384,122520.44350874513,773487.6484137949,2836121.377517248,8749554.245799383,124774.34831270183,787716.8454084711,2888295.0998310605
2022-09-21T21:00:00Z,70887.71666666666,1849.8216638968152,11678.167070055651,42819.94592353739,6261882.997096647,87067.32698243047,549667.4683234247,2015447.3838525573,6332770.713763313,88917.14864632729,561345.6353934803,2058267.3297760948
2022-09-21T22:00:00Z,57900.21666666667,1430.0691611235875,9028.214401032748,33103.45280378675,5712100.451962475,78105.00226392939,493087.1355046047,1807986.163516884,5770000.6686291415,79535.07142505297,502115.3499056375,1841089.6163206708
2022-09-21T23:00:00Z,45230.5,1098.07553438963,6932.295040338573,25418.4151479081,4953765.549581842,67878.22336908738,428524.13743110717,1571255.1705807263,4998996.049581842,68976.29890347701,435456.43247144576,1596673.5857286344
