date,cars_sampled,ECO2_gmh_sampled,ECO2_micro_sampled,EC_gmh_sampled,cars_nonsampled,ECO2_gmh_nonsampled,ECO2_micro_nonsampled,EC_gmh_nonsampled,cars_total,ECO2_gmh_total,ECO2_micro_total,EC_gmh_total
2022-09-20T00:00:00Z,26194.116666666665,648.3844355087743,4093.3360827574134,15008.898970110517,1798399.5919290758,25306.012799553086,159760.18181536038,585787.333322988,1824593.7085957425,25954.39723506186,163853.5178981178,600796.2322930985
2022-09-20T01:00:00Z,18383.6,418.9543640604501,2644.913914523043,9698.017686584491,1550756.8767646842,21636.24498905954,136592.45573901225,500839.00437637826,1569140.4767646843,22055.19935311999,139237.36965353528,510537.02206296276
2022-09-20T02:00:00Z,13746.583333333334,330.8769513201785,2088.8696421728437,7659.188687967094,1268725.3900509325,18117.481872623823,114378.04212515037,419386.15445888473,1282471.9733842658,18448.358823944,116466.91176732321,427045.3431468518
2022-09-20T03:00:00Z,13895.833333333334,345.0143975386301,2178.1211965822604,7986.444387468288,1213974.0831237412,17457.18552281553,110209.50456322933,404101.5167318409,1227869.9164570745,17802.19992035416,112387.62575981159,412087.9611193092
2022-09-20T04:00:00Z,21953.433333333334,577.8449020428322,3648.0107452199,13376.039399139634,1459886.6235796667,20983.63733241047,132472.45790663175,485732.3456576498,1481840.056913,21561.482234453302,136120.46865185164,499108.38505678944
2022-09-20T05:00:00Z,56564,1571.2992410346249,9919.818440875157,36372.66761654224,4165496.087038421,60489.20151603874,381876.2721972142,1400212.998056452,4222060.087038421,62060.500757073365,391796.09063808934,1436585.6656729942
2022-09-20T06:00:00Z,96627.7,2783.3997743504788,17571.968272414637,64430.550332187,10313007.595396284,149036.98734151685,940890.0716004851,3449930.262535112,10409635.295396283,151820.38711586734,958462.0398728998,3514360.812867299
2022-09-20T07:00:00Z,127379.66666666667,3712.7225280462376,23438.90484877675,85942.65111218143,11828561.870992724,172205.3130967459,1087154.7543986484,3986234.0994617105,11955941.53765939,175918.03562479213,1110593.6592474252,4072176.750573892
2022-09-20T08:00:00Z,133807.28333333333,3940.1480655230125,24874.672130827097,91207.13114636602,12802211.087382857,189068.94833807796,1193617.0980939264,4376596.026344397,12936018.37071619,193009.09640360097,1218491.7702247535,4467803.157490763
2022-09-20T09:00:00Z,123268.68333333333,3484.086211683458,21995.493760627887,80650.14378896893,12637783.951578524,187296.89619681652,1182429.9002324275,4335576.3008522345,12761052.634911858,190780.9824085,1204425.3939930554,4416226.444641204
2022-09-20T10:00:00Z,121102.61666666667,3525.836172859146,22259.06674784814,81616.57807544319,12256330.551473815,177631.243233032,1121409.363844899,4111834.3340979633,12377433.168140482,181157.07940589116,1143668.4305927472,4193450.9121734067
2022-09-20T11:00:00Z,122118.76666666666,3476.0798019606286,21944.948244700936,80464.8102305701,12592633.237641418,180352.0597509037,1138586.2358011596,4174816.1979375854,12714752.004308086,183828.1395528643,1160531.1840458605,4255281.008168155
2022-09-20T12:00:00Z,120079.25,3480.0886645316605,21970.256720528156,80557.60797526992,12779957.875736132,182230.85945343657,1150447.3450343218,4218306.931792513,12900037.125736132,185710.94811796822,1172417.60175485,4298864.539767782
2022-09-20T13:00:00Z,123350.33333333333,3691.537373833089,23305.160188340207,85452.2540239141,13490376.5000806,191600.87575925555,1209601.4883791385,4435205.457390174,13613726.833413934,195292.41313308864,1232906.6485674786,4520657.7114140885
2022-09-20T14:00:00Z,134436.65,4068.584646886157,25685.5091343823,94180.20015940176,14945117.375239419,211046.12108240163,1332361.875520212,4885326.876907445,15079554.02523942,215114.7057292878,1358047.3846545944,4979507.077066846
2022-09-20T15:00:00Z,140388.5,4248.576787260684,26821.823151898254,98346.6848902936,16122876.821569951,230131.19136818827,1452848.4303547237,5327110.9113006545,16263265.321569951,234379.76815544895,1479670.253506622,5425457.596190948
2022-09-20T16:00:00Z,138571.11666666667,4134.888910024239,26104.096654193425,95715.0210653759,16456586.200874288,233616.46907154992,1474851.4461587747,5407788.635915507,16595157.317540955,237751.35798157417,1500955.5428129681,5503503.656980882
2022-09-20T17:00:00Z,132274.4,3894.2295340752207,24584.782412091037,90144.20217766715,15763281.85997875,224020.95571490997,1414273.7103214012,5185670.271178472,15895556.25997875,227915.1852489852,1438858.4927334923,5275814.473356139
2022-09-20T18:00:00Z,123479.36666666667,3581.774980197077,22612.215784072454,82911.45787493234,14661487.99792608,209434.16951566408,1322185.4136089904,4848013.183232965,14784967.364592748,213015.94449586116,1344797.6293930628,4930924.641107897
2022-09-20T19:00:00Z,100944.38333333333,2790.20272632114,17614.91620152235,64588.026072248605,11093649.627289148,156304.7640392702,986772.5002479177,3618165.8342423653,11194594.01062248,159094.96676559135,1004387.4164494401,3682753.860314614
2022-09-20T20:00:00Z,83191.06666666667,2232.0265926146626,14091.076973577414,51667.28223645052,7851133.8415315235,110171.71762805207,695528.5203791165,2550271.2413900937,7934324.90819819,112403.74422066673,709619.5973526939,2601938.523626544
2022-09-20T21:00:00Z,67324.56666666667,1756.486092296975,11088.927350359689,40659.4002846522,5744216.680518279,81109.8830091653,512057.34222957894,1877543.5881751229,5811541.247184945,82866.36910146229,523146.2695799386,1918202.988459775
2022-09-20T22:00:00Z,59620.9,1533.010779281089,9678.098354047277,35486.360631506686,4718770.305624245,66504.34899880545,419850.68812377175,1539452.5231204964,4778391.205624245,68037.35977808654,429528.786477819,1574938.883752003
2022-09-20T23:00:00Z,44551.45,1056.5939581955508,6670.416402749689,24458.19347674886,4109960.9019844644,56858.812609289445,358957.1503111707,1316176.217807626,4154512.3519844646,57915.406567485,365627.56671392045,1340634.4112843748
